qualifyId,year,raceId,driverId,constructorId,number,position,q1,q2,q3
1,2010,Bahrain Grand Prix,vettel,red_bull,5,1,1:55.029,1:53.883,1:54.101
2,2010,Bahrain Grand Prix,massa,ferrari,7,2,1:55.313,1:54.331,1:54.242
3,2010,Bahrain Grand Prix,alonso,ferrari,8,3,1:54.612,1:54.172,1:54.608
4,2010,Bahrain Grand Prix,hamilton,mclaren,2,4,1:55.341,1:54.707,1:55.217
5,2010,Bahrain Grand Prix,rosberg,mercedes,4,5,1:55.463,1:54.682,1:55.241
6,2010,Bahrain Grand Prix,webber,red_bull,6,6,1:55.298,1:54.318,1:55.284
7,2010,Bahrain Grand Prix,michael_schumacher,mercedes,3,7,1:55.593,1:55.105,1:55.524
8,2010,Bahrain Grand Prix,button,mclaren,1,8,1:55.715,1:55.168,1:55.672
9,2010,Bahrain Grand Prix,kubica,renault,11,9,1:55.511,1:54.963,1:55.885
10,2010,Bahrain Grand Prix,sutil,force_india,14,10,1:55.213,1:54.996,1:56.309
11,2010,Bahrain Grand Prix,barrichello,williams,9,11,1:55.969,1:55.330,
12,2010,Bahrain Grand Prix,liuzzi,force_india,15,12,1:55.628,1:55.623,
13,2010,Bahrain Grand Prix,hulkenberg,williams,10,13,1:56.375,1:55.857,
14,2010,Bahrain Grand Prix,rosa,sauber,22,14,1:56.428,1:56.237,
15,2010,Bahrain Grand Prix,buemi,toro_rosso,16,15,1:56.189,1:56.265,
16,2010,Bahrain Grand Prix,kobayashi,sauber,23,16,1:56.541,1:56.270,
17,2010,Bahrain Grand Prix,petrov,renault,12,17,1:56.167,1:56.619,
18,2010,Bahrain Grand Prix,alguersuari,toro_rosso,17,18,1:57.071,,
19,2010,Bahrain Grand Prix,glock,virgin,24,19,1:59.728,,
20,2010,Bahrain Grand Prix,trulli,lotus_racing,18,20,1:59.852,,
21,2010,Bahrain Grand Prix,kovalainen,lotus_racing,19,21,2:00.313,,
22,2010,Bahrain Grand Prix,grassi,virgin,25,22,2:00.587,,
23,2010,Bahrain Grand Prix,bruno_senna,hrt,21,23,2:03.204,,
24,2010,Bahrain Grand Prix,chandhok,hrt,20,24,2:04.904,,
25,2010,Australian Grand Prix,vettel,red_bull,5,1,1:24.774,1:24.096,1:23.919
26,2010,Australian Grand Prix,webber,red_bull,6,2,1:25.286,1:24.276,1:24.035
27,2010,Australian Grand Prix,alonso,ferrari,8,3,1:25.082,1:24.335,1:24.111
28,2010,Australian Grand Prix,button,mclaren,1,4,1:24.897,1:24.531,1:24.675
29,2010,Australian Grand Prix,massa,ferrari,7,5,1:25.548,1:25.010,1:24.837
30,2010,Australian Grand Prix,rosberg,mercedes,4,6,1:24.788,1:24.788,1:24.884
31,2010,Australian Grand Prix,michael_schumacher,mercedes,3,7,1:25.351,1:24.871,1:24.927
32,2010,Australian Grand Prix,barrichello,williams,9,8,1:25.702,1:25.085,1:25.217
33,2010,Australian Grand Prix,kubica,renault,11,9,1:25.588,1:25.122,1:25.372
34,2010,Australian Grand Prix,sutil,force_india,14,10,1:25.504,1:25.046,1:26.036
35,2010,Australian Grand Prix,hamilton,mclaren,2,11,1:25.046,1:25.184,
36,2010,Australian Grand Prix,buemi,toro_rosso,16,12,1:26.061,1:25.638,
37,2010,Australian Grand Prix,liuzzi,force_india,15,13,1:26.170,1:25.743,
38,2010,Australian Grand Prix,rosa,sauber,22,14,1:26.089,1:25.747,
39,2010,Australian Grand Prix,hulkenberg,williams,10,15,1:25.866,1:25.748,
40,2010,Australian Grand Prix,kobayashi,sauber,23,16,1:26.251,1:25.777,
41,2010,Australian Grand Prix,alguersuari,toro_rosso,17,17,1:26.095,1:26.089,
42,2010,Australian Grand Prix,petrov,renault,12,18,1:26.471,,
43,2010,Australian Grand Prix,kovalainen,lotus_racing,19,19,1:28.797,,
44,2010,Australian Grand Prix,trulli,lotus_racing,18,20,1:29.111,,
45,2010,Australian Grand Prix,glock,virgin,24,21,1:29.592,,
46,2010,Australian Grand Prix,grassi,virgin,25,22,1:30.185,,
47,2010,Australian Grand Prix,bruno_senna,hrt,21,23,1:30.526,,
48,2010,Australian Grand Prix,chandhok,hrt,20,24,1:30.613,,
49,2010,Malaysian Grand Prix,webber,red_bull,6,1,1:51.886,1:48.210,1:49.327
50,2010,Malaysian Grand Prix,rosberg,mercedes,4,2,1:52.560,1:47.417,1:50.673
51,2010,Malaysian Grand Prix,vettel,red_bull,5,3,1:47.632,1:46.828,1:50.789
52,2010,Malaysian Grand Prix,sutil,force_india,14,4,1:49.479,1:47.085,1:50.914
53,2010,Malaysian Grand Prix,hulkenberg,williams,10,5,1:49.664,1:47.346,1:51.001
54,2010,Malaysian Grand Prix,kubica,renault,11,6,1:46.283,1:46.951,1:51.051
55,2010,Malaysian Grand Prix,barrichello,williams,9,7,1:50.301,1:48.371,1:51.511
56,2010,Malaysian Grand Prix,michael_schumacher,mercedes,3,8,1:52.239,1:48.400,1:51.717
57,2010,Malaysian Grand Prix,kobayashi,sauber,23,9,1:48.467,1:47.792,1:51.767
58,2010,Malaysian Grand Prix,liuzzi,force_india,15,10,1:49.922,1:48.238,1:52.254
59,2010,Malaysian Grand Prix,petrov,renault,12,11,1:47.952,1:48.760,
60,2010,Malaysian Grand Prix,rosa,sauber,22,12,1:47.153,1:48.771,
61,2010,Malaysian Grand Prix,buemi,toro_rosso,16,13,1:48.945,1:49.207,
62,2010,Malaysian Grand Prix,alguersuari,toro_rosso,17,14,1:48.655,1:49.464,
63,2010,Malaysian Grand Prix,kovalainen,lotus_racing,19,15,1:52.875,1:52.270,
64,2010,Malaysian Grand Prix,glock,virgin,24,16,1:52.398,1:52.520,
65,2010,Malaysian Grand Prix,button,mclaren,1,17,1:52.211,,
66,2010,Malaysian Grand Prix,trulli,lotus_racing,18,18,1:52.884,,
67,2010,Malaysian Grand Prix,alonso,ferrari,8,19,1:53.044,,
68,2010,Malaysian Grand Prix,hamilton,mclaren,2,20,1:53.050,,
69,2010,Malaysian Grand Prix,massa,ferrari,7,21,1:53.283,,
70,2010,Malaysian Grand Prix,chandhok,hrt,20,22,1:56.299,,
71,2010,Malaysian Grand Prix,bruno_senna,hrt,21,23,1:57.269,,
72,2010,Malaysian Grand Prix,grassi,virgin,25,24,1:59.977,,
73,2010,Chinese Grand Prix,vettel,red_bull,5,1,1:36.317,1:35.280,1:34.558
74,2010,Chinese Grand Prix,webber,red_bull,6,2,1:35.978,1:35.100,1:34.808
75,2010,Chinese Grand Prix,alonso,ferrari,8,3,1:35.987,1:35.235,1:34.913
76,2010,Chinese Grand Prix,rosberg,mercedes,4,4,1:35.952,1:35.134,1:34.923
77,2010,Chinese Grand Prix,button,mclaren,1,5,1:36.122,1:35.443,1:34.979
78,2010,Chinese Grand Prix,hamilton,mclaren,2,6,1:35.641,1:34.928,1:35.034
79,2010,Chinese Grand Prix,massa,ferrari,7,7,1:36.076,1:35.290,1:35.180
80,2010,Chinese Grand Prix,kubica,renault,11,8,1:36.348,1:35.550,1:35.364
81,2010,Chinese Grand Prix,michael_schumacher,mercedes,3,9,1:36.484,1:35.715,1:35.646
82,2010,Chinese Grand Prix,sutil,force_india,14,10,1:36.671,1:35.665,1:35.963
83,2010,Chinese Grand Prix,barrichello,williams,9,11,1:36.664,1:35.748,
84,2010,Chinese Grand Prix,alguersuari,toro_rosso,17,12,1:36.618,1:36.047,
85,2010,Chinese Grand Prix,buemi,toro_rosso,16,13,1:36.793,1:36.149,
86,2010,Chinese Grand Prix,petrov,renault,12,14,1:37.031,1:36.311,
87,2010,Chinese Grand Prix,kobayashi,sauber,23,15,1:37.044,1:36.422,
88,2010,Chinese Grand Prix,hulkenberg,williams,10,16,1:37.049,1:36.647,
89,2010,Chinese Grand Prix,rosa,sauber,22,17,1:37.050,1:37.020,
90,2010,Chinese Grand Prix,liuzzi,force_india,15,18,1:37.161,,
91,2010,Chinese Grand Prix,glock,virgin,24,19,1:39.278,,
92,2010,Chinese Grand Prix,trulli,lotus_racing,18,20,1:39.399,,
93,2010,Chinese Grand Prix,kovalainen,lotus_racing,19,21,1:39.520,,
94,2010,Chinese Grand Prix,grassi,virgin,25,22,1:39.783,,
95,2010,Chinese Grand Prix,bruno_senna,hrt,21,23,1:40.469,,
96,2010,Chinese Grand Prix,chandhok,hrt,20,24,1:40.578,,
97,2010,Spanish Grand Prix,webber,red_bull,6,1,1:21.412,1:20.655,1:19.995
98,2010,Spanish Grand Prix,vettel,red_bull,5,2,1:21.680,1:20.772,1:20.101
99,2010,Spanish Grand Prix,hamilton,mclaren,2,3,1:21.723,1:21.415,1:20.829
100,2010,Spanish Grand Prix,alonso,ferrari,8,4,1:21.957,1:21.549,1:20.937
101,2010,Spanish Grand Prix,button,mclaren,1,5,1:21.915,1:21.168,1:20.991
102,2010,Spanish Grand Prix,michael_schumacher,mercedes,3,6,1:22.528,1:21.557,1:21.294
103,2010,Spanish Grand Prix,kubica,renault,11,7,1:22.488,1:21.599,1:21.353
104,2010,Spanish Grand Prix,rosberg,mercedes,4,8,1:22.419,1:21.867,1:21.408
105,2010,Spanish Grand Prix,massa,ferrari,7,9,1:22.564,1:21.841,1:21.585
106,2010,Spanish Grand Prix,kobayashi,sauber,23,10,1:22.577,1:21.725,1:21.984
107,2010,Spanish Grand Prix,sutil,force_india,14,11,1:22.628,1:21.985,
108,2010,Spanish Grand Prix,rosa,sauber,22,12,1:22.211,1:22.026,
109,2010,Spanish Grand Prix,hulkenberg,williams,10,13,1:22.857,1:22.131,
110,2010,Spanish Grand Prix,petrov,renault,12,14,1:22.976,1:22.139,
111,2010,Spanish Grand Prix,buemi,toro_rosso,16,15,1:22.699,1:22.191,
112,2010,Spanish Grand Prix,alguersuari,toro_rosso,17,16,1:22.593,1:22.207,
113,2010,Spanish Grand Prix,liuzzi,force_india,15,17,1:23.084,1:22.854,
114,2010,Spanish Grand Prix,barrichello,williams,9,18,1:23.125,,
115,2010,Spanish Grand Prix,trulli,lotus_racing,18,19,1:24.674,,
116,2010,Spanish Grand Prix,kovalainen,lotus_racing,19,20,1:24.748,,
117,2010,Spanish Grand Prix,glock,virgin,24,21,1:25.475,,
118,2010,Spanish Grand Prix,grassi,virgin,25,22,1:25.556,,
119,2010,Spanish Grand Prix,chandhok,hrt,20,23,1:26.750,,
120,2010,Spanish Grand Prix,bruno_senna,hrt,21,24,1:27.122,,
121,2010,Monaco Grand Prix,webber,red_bull,6,1,1:15.035,1:14.462,1:13.826
122,2010,Monaco Grand Prix,kubica,renault,11,2,1:15.045,1:14.549,1:14.120
123,2010,Monaco Grand Prix,vettel,red_bull,5,3,1:15.110,1:14.568,1:14.227
124,2010,Monaco Grand Prix,massa,ferrari,7,4,1:14.757,1:14.405,1:14.283
125,2010,Monaco Grand Prix,hamilton,mclaren,2,5,1:15.676,1:14.527,1:14.432
126,2010,Monaco Grand Prix,rosberg,mercedes,4,6,1:15.188,1:14.375,1:14.544
127,2010,Monaco Grand Prix,michael_schumacher,mercedes,3,7,1:15.649,1:14.691,1:14.590
128,2010,Monaco Grand Prix,button,mclaren,1,8,1:15.623,1:15.150,1:14.637
129,2010,Monaco Grand Prix,barrichello,williams,9,9,1:15.590,1:15.083,1:14.901
130,2010,Monaco Grand Prix,liuzzi,force_india,15,10,1:15.397,1:15.061,1:15.170
131,2010,Monaco Grand Prix,hulkenberg,williams,10,11,1:16.030,1:15.317,
132,2010,Monaco Grand Prix,sutil,force_india,14,12,1:15.445,1:15.318,
133,2010,Monaco Grand Prix,buemi,toro_rosso,16,13,1:15.961,1:15.413,
134,2010,Monaco Grand Prix,petrov,renault,12,14,1:15.482,1:15.576,
135,2010,Monaco Grand Prix,rosa,sauber,22,15,1:15.908,1:15.692,
136,2010,Monaco Grand Prix,kobayashi,sauber,23,16,1:16.175,1:15.992,
137,2010,Monaco Grand Prix,alguersuari,toro_rosso,17,17,1:16.021,1:16.176,
138,2010,Monaco Grand Prix,kovalainen,lotus_racing,19,18,1:17.094,,
139,2010,Monaco Grand Prix,trulli,lotus_racing,18,19,1:17.134,,
140,2010,Monaco Grand Prix,glock,virgin,24,20,1:17.377,,
141,2010,Monaco Grand Prix,grassi,virgin,25,21,1:17.864,,
142,2010,Monaco Grand Prix,bruno_senna,hrt,21,22,1:18.509,,
143,2010,Monaco Grand Prix,chandhok,hrt,20,23,1:19.559,,
144,2010,Monaco Grand Prix,alonso,ferrari,8,24,,,
145,2010,Turkish Grand Prix,webber,red_bull,6,1,1:27.500,1:26.818,1:26.295
146,2010,Turkish Grand Prix,hamilton,mclaren,2,2,1:27.667,1:27.013,1:26.433
147,2010,Turkish Grand Prix,vettel,red_bull,5,3,1:27.067,1:26.729,1:26.760
148,2010,Turkish Grand Prix,button,mclaren,1,4,1:27.555,1:27.277,1:26.781
149,2010,Turkish Grand Prix,michael_schumacher,mercedes,3,5,1:27.756,1:27.438,1:26.857
150,2010,Turkish Grand Prix,rosberg,mercedes,4,6,1:27.649,1:27.141,1:26.952
151,2010,Turkish Grand Prix,kubica,renault,11,7,1:27.766,1:27.426,1:27.039
152,2010,Turkish Grand Prix,massa,ferrari,7,8,1:27.993,1:27.200,1:27.082
153,2010,Turkish Grand Prix,petrov,renault,12,9,1:27.620,1:27.387,1:27.430
154,2010,Turkish Grand Prix,kobayashi,sauber,23,10,1:28.158,1:27.434,1:28.122
155,2010,Turkish Grand Prix,sutil,force_india,14,11,1:27.951,1:27.525,
156,2010,Turkish Grand Prix,alonso,ferrari,8,12,1:27.857,1:27.612,
157,2010,Turkish Grand Prix,rosa,sauber,22,13,1:28.147,1:27.879,
158,2010,Turkish Grand Prix,buemi,toro_rosso,16,14,1:28.534,1:28.273,
159,2010,Turkish Grand Prix,barrichello,williams,9,15,1:28.336,1:28.392,
160,2010,Turkish Grand Prix,alguersuari,toro_rosso,17,16,1:28.460,1:28.540,
161,2010,Turkish Grand Prix,hulkenberg,williams,10,17,1:28.227,1:28.841,
162,2010,Turkish Grand Prix,liuzzi,force_india,15,18,1:28.958,,
163,2010,Turkish Grand Prix,trulli,lotus_racing,18,19,1:30.237,,
164,2010,Turkish Grand Prix,kovalainen,lotus_racing,19,20,1:30.519,,
165,2010,Turkish Grand Prix,glock,virgin,24,21,1:30.744,,
166,2010,Turkish Grand Prix,bruno_senna,hrt,21,22,1:31.266,,
167,2010,Turkish Grand Prix,grassi,virgin,25,23,1:31.989,,
168,2010,Turkish Grand Prix,chandhok,hrt,20,24,1:32.060,,
169,2010,Canadian Grand Prix,hamilton,mclaren,2,1,1:15.889,1:15.528,1:15.105
170,2010,Canadian Grand Prix,webber,red_bull,6,2,1:16.423,1:15.692,1:15.373
171,2010,Canadian Grand Prix,vettel,red_bull,5,3,1:16.129,1:15.556,1:15.420
172,2010,Canadian Grand Prix,alonso,ferrari,8,4,1:16.171,1:15.597,1:15.435
173,2010,Canadian Grand Prix,button,mclaren,1,5,1:16.371,1:15.742,1:15.520
174,2010,Canadian Grand Prix,liuzzi,force_india,15,6,1:17.086,1:16.171,1:15.648
175,2010,Canadian Grand Prix,massa,ferrari,7,7,1:16.673,1:16.314,1:15.688
176,2010,Canadian Grand Prix,kubica,renault,11,8,1:16.370,1:15.682,1:15.715
177,2010,Canadian Grand Prix,sutil,force_india,14,9,1:16.495,1:16.295,1:15.881
178,2010,Canadian Grand Prix,rosberg,mercedes,4,10,1:16.350,1:16.001,1:16.071
179,2010,Canadian Grand Prix,barrichello,williams,9,11,1:16.880,1:16.434,
180,2010,Canadian Grand Prix,hulkenberg,williams,10,12,1:16.770,1:16.438,
181,2010,Canadian Grand Prix,michael_schumacher,mercedes,3,13,1:16.598,1:16.492,
182,2010,Canadian Grand Prix,petrov,renault,12,14,1:16.569,1:16.844,
183,2010,Canadian Grand Prix,buemi,toro_rosso,16,15,1:17.356,1:16.928,
184,2010,Canadian Grand Prix,alguersuari,toro_rosso,17,16,1:17.027,1:17.029,
185,2010,Canadian Grand Prix,rosa,sauber,22,17,1:17.611,1:17.384,
186,2010,Canadian Grand Prix,kobayashi,sauber,23,18,1:18.019,,
187,2010,Canadian Grand Prix,kovalainen,lotus_racing,19,19,1:18.237,,
188,2010,Canadian Grand Prix,trulli,lotus_racing,18,20,1:18.698,,
189,2010,Canadian Grand Prix,glock,virgin,24,21,1:18.941,,
190,2010,Canadian Grand Prix,bruno_senna,hrt,21,22,1:19.484,,
191,2010,Canadian Grand Prix,grassi,virgin,25,23,1:19.675,,
192,2010,Canadian Grand Prix,chandhok,hrt,20,24,1:27.757,,
193,2010,European Grand Prix,vettel,red_bull,5,1,1:38.324,1:38.015,1:37.587
194,2010,European Grand Prix,webber,red_bull,6,2,1:38.549,1:38.041,1:37.662
195,2010,European Grand Prix,hamilton,mclaren,2,3,1:38.697,1:38.158,1:37.969
196,2010,European Grand Prix,alonso,ferrari,8,4,1:38.472,1:38.179,1:38.075
197,2010,European Grand Prix,massa,ferrari,7,5,1:38.657,1:38.046,1:38.127
198,2010,European Grand Prix,kubica,renault,11,6,1:38.132,1:38.062,1:38.137
199,2010,European Grand Prix,button,mclaren,1,7,1:38.360,1:38.399,1:38.210
200,2010,European Grand Prix,hulkenberg,williams,10,8,1:38.843,1:38.523,1:38.428
201,2010,European Grand Prix,barrichello,williams,9,9,1:38.449,1:38.326,1:38.428
202,2010,European Grand Prix,petrov,renault,12,10,1:39.004,1:38.552,1:38.523
203,2010,European Grand Prix,buemi,toro_rosso,16,11,1:39.096,1:38.586,
204,2010,European Grand Prix,rosberg,mercedes,4,12,1:38.752,1:38.627,
205,2010,European Grand Prix,sutil,force_india,14,13,1:39.021,1:38.851,
206,2010,European Grand Prix,liuzzi,force_india,15,14,1:38.969,1:38.884,
207,2010,European Grand Prix,michael_schumacher,mercedes,3,15,1:38.994,1:39.234,
208,2010,European Grand Prix,rosa,sauber,22,16,1:39.003,1:39.264,
209,2010,European Grand Prix,alguersuari,toro_rosso,17,17,1:39.128,1:39.458,
210,2010,European Grand Prix,kobayashi,sauber,23,18,1:39.343,,
211,2010,European Grand Prix,trulli,lotus_racing,18,19,1:40.658,,
212,2010,European Grand Prix,kovalainen,lotus_racing,19,20,1:40.882,,
213,2010,European Grand Prix,grassi,virgin,25,21,1:42.086,,
214,2010,European Grand Prix,glock,virgin,24,22,1:42.140,,
215,2010,European Grand Prix,chandhok,hrt,20,23,1:42.600,,
216,2010,European Grand Prix,bruno_senna,hrt,21,24,1:42.851,,
217,2010,British Grand Prix,vettel,red_bull,5,1,1:30.841,1:30.480,1:29.615
218,2010,British Grand Prix,webber,red_bull,6,2,1:30.858,1:30.114,1:29.758
219,2010,British Grand Prix,alonso,ferrari,8,3,1:30.997,1:30.700,1:30.426
220,2010,British Grand Prix,hamilton,mclaren,2,4,1:31.297,1:31.118,1:30.556
221,2010,British Grand Prix,rosberg,mercedes,4,5,1:31.626,1:31.085,1:30.625
222,2010,British Grand Prix,kubica,renault,11,6,1:31.680,1:31.344,1:31.040
223,2010,British Grand Prix,massa,ferrari,7,7,1:31.313,1:31.010,1:31.172
224,2010,British Grand Prix,barrichello,williams,9,8,1:31.424,1:31.126,1:31.175
225,2010,British Grand Prix,rosa,sauber,22,9,1:31.533,1:31.327,1:31.274
226,2010,British Grand Prix,michael_schumacher,mercedes,3,10,1:32.058,1:31.022,1:31.430
227,2010,British Grand Prix,sutil,force_india,14,11,1:31.109,1:31.399,
228,2010,British Grand Prix,kobayashi,sauber,23,12,1:31.851,1:31.421,
229,2010,British Grand Prix,hulkenberg,williams,10,13,1:32.144,1:31.635,
230,2010,British Grand Prix,button,mclaren,1,14,1:31.435,1:31.699,
231,2010,British Grand Prix,liuzzi,force_india,15,15,1:32.226,1:31.708,
232,2010,British Grand Prix,petrov,renault,12,16,1:31.638,1:31.796,
233,2010,British Grand Prix,buemi,toro_rosso,16,17,1:31.901,1:32.012,
234,2010,British Grand Prix,alguersuari,toro_rosso,17,18,1:32.430,,
235,2010,British Grand Prix,kovalainen,lotus_racing,19,19,1:34.405,,
236,2010,British Grand Prix,glock,virgin,24,20,1:34.775,,
237,2010,British Grand Prix,trulli,lotus_racing,18,21,1:34.864,,
238,2010,British Grand Prix,grassi,virgin,25,22,1:35.212,,
239,2010,British Grand Prix,chandhok,hrt,20,23,1:36.576,,
240,2010,British Grand Prix,yamamoto,hrt,21,24,1:36.968,,
241,2010,German Grand Prix,vettel,red_bull,5,1,1:15.152,1:14.249,1:13.791
242,2010,German Grand Prix,alonso,ferrari,8,2,1:14.808,1:14.081,1:13.793
243,2010,German Grand Prix,massa,ferrari,7,3,1:15.216,1:14.478,1:14.290
244,2010,German Grand Prix,webber,red_bull,6,4,1:15.334,1:14.340,1:14.347
245,2010,German Grand Prix,button,mclaren,1,5,1:15.823,1:14.716,1:14.427
246,2010,German Grand Prix,hamilton,mclaren,2,6,1:15.505,1:14.488,1:14.566
247,2010,German Grand Prix,kubica,renault,11,7,1:15.736,1:14.835,1:15.079
248,2010,German Grand Prix,barrichello,williams,9,8,1:16.398,1:14.698,1:15.109
249,2010,German Grand Prix,rosberg,mercedes,4,9,1:16.178,1:15.018,1:15.179
250,2010,German Grand Prix,hulkenberg,williams,10,10,1:16.387,1:14.943,1:15.339
251,2010,German Grand Prix,michael_schumacher,mercedes,3,11,1:16.084,1:15.026,
252,2010,German Grand Prix,kobayashi,sauber,23,12,1:15.951,1:15.084,
253,2010,German Grand Prix,petrov,renault,12,13,1:16.521,1:15.307,
254,2010,German Grand Prix,sutil,force_india,14,14,1:16.220,1:15.467,
255,2010,German Grand Prix,rosa,sauber,22,15,1:16.450,1:15.550,
256,2010,German Grand Prix,alguersuari,toro_rosso,17,16,1:16.664,1:15.588,
257,2010,German Grand Prix,buemi,toro_rosso,16,17,1:16.029,1:15.974,
258,2010,German Grand Prix,trulli,lotus_racing,18,18,1:17.583,,
259,2010,German Grand Prix,kovalainen,lotus_racing,19,19,1:18.300,,
260,2010,German Grand Prix,glock,virgin,24,20,1:18.343,,
261,2010,German Grand Prix,bruno_senna,hrt,21,21,1:18.592,,
262,2010,German Grand Prix,liuzzi,force_india,15,22,1:18.952,,
263,2010,German Grand Prix,yamamoto,hrt,20,23,1:19.844,,
264,2010,German Grand Prix,grassi,virgin,25,24,,,
265,2010,Hungarian Grand Prix,vettel,red_bull,5,1,1:20.417,1:19.573,1:18.773
266,2010,Hungarian Grand Prix,webber,red_bull,6,2,1:21.132,1:19.531,1:19.184
267,2010,Hungarian Grand Prix,alonso,ferrari,8,3,1:21.278,1:20.237,1:19.987
268,2010,Hungarian Grand Prix,massa,ferrari,7,4,1:21.299,1:20.857,1:20.331
269,2010,Hungarian Grand Prix,hamilton,mclaren,2,5,1:21.455,1:20.877,1:20.499
270,2010,Hungarian Grand Prix,rosberg,mercedes,4,6,1:21.212,1:20.811,1:21.082
271,2010,Hungarian Grand Prix,petrov,renault,12,7,1:21.558,1:20.797,1:21.229
272,2010,Hungarian Grand Prix,kubica,renault,11,8,1:21.159,1:20.867,1:21.328
273,2010,Hungarian Grand Prix,rosa,sauber,22,9,1:21.891,1:21.273,1:21.411
274,2010,Hungarian Grand Prix,hulkenberg,williams,10,10,1:21.598,1:21.275,1:21.710
275,2010,Hungarian Grand Prix,button,mclaren,1,11,1:21.422,1:21.292,
276,2010,Hungarian Grand Prix,barrichello,williams,9,12,1:21.478,1:21.331,
277,2010,Hungarian Grand Prix,sutil,force_india,14,13,1:22.080,1:21.517,
278,2010,Hungarian Grand Prix,michael_schumacher,mercedes,3,14,1:21.840,1:21.630,
279,2010,Hungarian Grand Prix,buemi,toro_rosso,16,15,1:21.982,1:21.897,
280,2010,Hungarian Grand Prix,liuzzi,force_india,15,16,1:21.789,1:21.927,
281,2010,Hungarian Grand Prix,alguersuari,toro_rosso,17,17,1:21.978,1:21.998,
282,2010,Hungarian Grand Prix,kobayashi,sauber,23,18,1:22.222,,
283,2010,Hungarian Grand Prix,glock,virgin,24,19,1:24.050,,
284,2010,Hungarian Grand Prix,kovalainen,lotus_racing,19,20,1:24.120,,
285,2010,Hungarian Grand Prix,trulli,lotus_racing,18,21,1:24.199,,
286,2010,Hungarian Grand Prix,grassi,virgin,25,22,1:25.118,,
287,2010,Hungarian Grand Prix,bruno_senna,hrt,21,23,1:26.391,,
288,2010,Hungarian Grand Prix,yamamoto,hrt,20,24,1:26.453,,
289,2010,Belgian Grand Prix,webber,red_bull,6,1,1:57.352,1:47.253,1:45.778
290,2010,Belgian Grand Prix,hamilton,mclaren,2,2,1:56.706,1:46.211,1:45.863
291,2010,Belgian Grand Prix,kubica,renault,11,3,1:56.041,1:47.320,1:46.100
292,2010,Belgian Grand Prix,vettel,red_bull,5,4,1:58.487,1:47.245,1:46.127
293,2010,Belgian Grand Prix,button,mclaren,1,5,1:57.981,1:46.790,1:46.206
294,2010,Belgian Grand Prix,massa,ferrari,7,6,1:58.323,1:47.322,1:46.314
295,2010,Belgian Grand Prix,barrichello,williams,9,7,1:55.757,1:47.797,1:46.602
296,2010,Belgian Grand Prix,sutil,force_india,14,8,1:58.730,1:47.292,1:46.659
297,2010,Belgian Grand Prix,hulkenberg,williams,10,9,1:55.442,1:47.821,1:47.053
298,2010,Belgian Grand Prix,alonso,ferrari,8,10,1:57.023,1:47.544,1:47.441
299,2010,Belgian Grand Prix,michael_schumacher,mercedes,3,11,1:56.313,1:47.874,
300,2010,Belgian Grand Prix,rosberg,mercedes,4,12,1:54.826,1:47.885,
301,2010,Belgian Grand Prix,alguersuari,toro_rosso,17,13,1:58.944,1:48.267,
302,2010,Belgian Grand Prix,liuzzi,force_india,15,14,2:01.102,1:48.680,
303,2010,Belgian Grand Prix,buemi,toro_rosso,16,15,2:00.386,1:49.209,
304,2010,Belgian Grand Prix,kovalainen,lotus_racing,19,16,2:01.343,1:50.980,
305,2010,Belgian Grand Prix,glock,virgin,24,17,2:01.316,1:52.049,
306,2010,Belgian Grand Prix,trulli,lotus_racing,18,18,2:01.491,,
307,2010,Belgian Grand Prix,kobayashi,sauber,23,19,2:02.284,,
308,2010,Belgian Grand Prix,bruno_senna,hrt,21,20,2:03.612,,
309,2010,Belgian Grand Prix,yamamoto,hrt,20,21,2:03.941,,
310,2010,Belgian Grand Prix,rosa,sauber,22,22,2:05.294,,
311,2010,Belgian Grand Prix,grassi,virgin,25,23,2:18.754,,
312,2010,Belgian Grand Prix,petrov,renault,12,24,,,
313,2010,Italian Grand Prix,alonso,ferrari,8,1,1:22.646,1:22.297,1:21.962
314,2010,Italian Grand Prix,button,mclaren,1,2,1:23.085,1:22.354,1:22.084
315,2010,Italian Grand Prix,massa,ferrari,7,3,1:22.421,1:22.610,1:22.293
316,2010,Italian Grand Prix,webber,red_bull,6,4,1:23.431,1:22.706,1:22.433
317,2010,Italian Grand Prix,hamilton,mclaren,2,5,1:22.830,1:22.394,1:22.623
318,2010,Italian Grand Prix,vettel,red_bull,5,6,1:23.235,1:22.701,1:22.675
319,2010,Italian Grand Prix,rosberg,mercedes,4,7,1:23.529,1:23.055,1:23.027
320,2010,Italian Grand Prix,hulkenberg,williams,10,8,1:23.516,1:22.989,1:23.037
321,2010,Italian Grand Prix,kubica,renault,11,9,1:23.234,1:22.880,1:23.039
322,2010,Italian Grand Prix,barrichello,williams,9,10,1:23.695,1:23.142,1:23.328
323,2010,Italian Grand Prix,sutil,force_india,14,11,1:23.493,1:23.199,
324,2010,Italian Grand Prix,michael_schumacher,mercedes,3,12,1:23.840,1:23.388,
325,2010,Italian Grand Prix,kobayashi,sauber,23,13,1:24.273,1:23.659,
326,2010,Italian Grand Prix,buemi,toro_rosso,16,14,1:23.744,1:23.681,
327,2010,Italian Grand Prix,petrov,renault,12,15,1:24.086,1:23.819,
328,2010,Italian Grand Prix,alguersuari,toro_rosso,17,16,1:24.083,1:23.919,
